id,mean_SCL,AUC_Phasic,min_peak_amplitude,max_peak_amplitude,mean_phasic_peak,sum_phasic_peak_amplitude,difference_BVPpeaks_amp,mean_BVPpeaks_ampl,min_BVPpeaks_ampl,max_BVPpeaks_ampl,sum_peak_ampl,HR_mean,HR_variance,valence
1.1,3.2257313160996,324.767921532551,0,0,0,0,-3.70166666666665,0.20551091954023,-2.76860452060758,3.84802650682151,0.322130708761685,10.599321460633,34.6322385613936,negative
1.2,16.4176330613598,414.391810489651,0,0,0,0,-24.3366666666667,-1.97751685823755,-14.5817018190473,10.7699569542128,2.89297028371969,22.3156067366711,43.0798278168511,negative
1.3,37.9578675802962,335.141923924346,0,0,0,0,5.29133333333334,0.127798697318006,-9.20423326464235,7.6006596421334,2.04493243912139,14.5229098883078,38.003298210667,positive
1.4,-131.221605190493,2493.22180486036,22.4442199702713,39.3720788417458,30.9081494060085,61.8162988120171,15.1423333333333,0.185484252873563,-6.61206325360286,16.3772859751628,16.1305840567342,16.6239878935914,32.7545719503255,negative
1.5,90.8446488662481,431.296892937063,0,0,0,0,10.7443333333333,0.156195363984674,-7.29549435551648,9.47922622265649,5.8338627363206,15.5590579457079,56.875357335939,negative
1.6,132.79247680656,342.241782096969,7.56099820204869,7.56099820204869,7.56099820204869,7.56099820204869,-7.27166666666666,-0.000466858237549467,-7.44223006329809,8.46098118642013,4.8306082680443,12.1833533618766,33.8439247456805,negative
2.1,-10.3873728456179,200.866333320036,0,0,0,0,-1.77199999999999,4.95158559386974,6.70595984299913,1.43144843509834,-0.00180755833034335,3.05041195326411,12.883035915885,negative
2.2,16.920962436617,456.267470930383,0,0,0,0,-2.38499999999999,4.76201559386974,2.46377551497496,1.39429091052403,0.308712884423391,3.79147989325445,13.9429091052403,negative
2.3,28.3058467116122,483.789597636794,3.50818935066603,3.50818935066603,3.50818935066603,3.50818935066603,-3.74799999999999,5.01055448275863,10.8467121464844,0.777166823791473,-0.130665432137029,2.21022257188401,11.6575023568721,negative
2.4,40.2755421997482,251.288263723729,2.75930982579534,2.75930982579534,2.75930982579534,2.75930982579534,-2.133,5.04386003831418,-0.497877509153238,1.53625222298828,0.539395511657738,2.572826826568,19.9712788988476,negative
2.5,30.4289746668808,233.585682595768,0,0,0,0,-6.59699999999999,4.7430022605364,-0.42489516540048,1.19874024927149,-0.0212714050032414,2.44468983597142,15.5836232405293,negative
2.6,54.1416845323615,174.908319196375,0,0,0,0,-10.942,5.01138559386974,4.83809595289898,0.817046452658309,0.151920786225046,2.13813425087328,10.621603884558,positive
3.1,45.8868922648297,76.2938570362877,0.426823085227251,1.28710496777738,0.856964026502313,1.71392805300463,-2.47533333333334,0.130024367816092,-122.889247671469,24.5010579548729,5.31502454352196,56.208562387718,245.010579548729,neutral
3.2,39.0160354000302,89.1613265625868,0,0,0,0,-15.6103333333333,-0.212092298850573,-68.2159260297368,26.3423451119837,9.47544078659764,54.3775844207179,237.081106007854,negative
3.3,24.2619718283,205.584117534608,0,0,0,0,-8.46333333333334,-0.424268965517244,-43.1383707072801,23.8056263113421,5.26505513134979,40.7754169023941,214.250636802079,positive
3.4,24.8875668300598,194.164290031189,3.10550250024782,3.10550250024782,3.10550250024782,3.10550250024782,-45.8103333333333,-0.0208922988505732,-36.1546273013856,31.6219151066206,18.6309475279212,39.489167218703,126.487660426482,positive
3.5,22.4849652770434,266.139495573839,0,0,0,0,-4.63133333333334,-0.0857089655172402,-18.8348356141447,15.14752428383,5.39337164655734,28.8635727094005,151.4752428383,positive
3.6,-580.451589654631,6415.04351869928,0,0,0,0,-33.0783333333333,-0.277718965517243,-34.5534033856345,23.1047521831384,10.4748290300411,41.2016991716653,115.523760915692,positive
4.1,-29.6174544293813,146.230784849159,1.52114433702055,1.52114433702055,1.52114433702055,1.52114433702055,28.1516666666667,0.318225555555558,-56.6767354992239,30.998786184007,15.0591057972349,54.4010959728196,216.991503288049,neutral
4.2,-51.034778364501,296.20769447109,2.64351293465979,2.64351293465979,2.64351293465979,2.64351293465979,9.27566666666665,-4.50380999999999,-22.2797329131432,19.1156439428474,2.32544540397719,50.4682747774447,229.387727314169,negative
4.3,-122.853516958329,1285.13505143482,0,0,0,0,21.1846666666667,0.114817777777782,-28.6357018206042,37.989511488157,28.2155853730915,44.0235115135548,113.968534464471,neutral
4.4,13.7846955973425,178.57599469326,1.94790192162225,1.94790192162225,1.94790192162225,1.94790192162225,30.4006666666667,0.654684444444446,-52.5485244912934,77.645386779948,37.0302027928105,116.830219112713,310.581547119792,negative
4.5,-25.6158650679103,266.939322525301,0,0,0,0,-4.50533333333334,0.486484444444447,-52.6480464217449,39.9890759321379,16.9363885224193,65.6036514645278,199.945379660689,negative
4.6,-202.328338469322,1996.78407876662,0,0,0,0,18.5666666666667,0.491808888888891,-102.890315842788,39.888691744474,7.99776710617429,58.5931199664882,279.220842211318,neutral
5.1,0.432058759110184,27.7215880585044,0.220822265848246,0.220822265848246,0.220822265848246,0.220822265848246,-27.635,1.88399291187739,30.0263920953682,0.271202428973962,0.113533139567623,0.546418102016086,3.79683400563547,neutral
5.2,5.22116836777965,8.57483422121068,0.0966586170321446,0.156531010279107,0.126594813655626,0.253189627311251,-26.072,1.82378068965517,27.0723530521494,0.345228935856338,0.221392053559187,0.511558467154598,5.17843403784507,negative
5.3,8.2074192368688,1.69296161199537,0,0,0,0,-30.285,1.80541513409962,28.3256701535021,0.532626806648565,0.195533374745085,1.27641089331684,7.98940209972848,negative
5.4,15.3258119827161,2.11358365499958,0,0,0,0,-27.422,1.85678068965517,25.6202131444763,0.470921947507894,0.102320084152659,0.794783465493125,7.06382921261841,negative
5.5,21.9700054649137,23.6366749821339,0.162179467831695,0.162179467831695,0.162179467831695,0.162179467831695,-25.762,1.85460291187739,29.2535061107353,0.544075238153873,0.407284679724281,0.740548891343194,3.80852666707711,negative
5.6,33.4077593437673,5.16143404762332,0.055752105623823,0.129369911273851,0.0976032728592007,0.292809818577602,-24.014,1.8863940229885,26.8821505260485,0.498565561673766,0.210636673875446,0.927204310393659,7.47848342510648,negative
6.1,-33.6822625033127,257.993579172358,0,0,0,0,-2.88500000000001,-0.277048927203067,-11.6524509554182,3.92185460649849,1.69055442557562,7.15490015215431,31.3748368519879,neutral
6.2,-13.1177763886437,101.227192714069,1.44483424972417,1.44483424972417,1.44483424972417,1.44483424972417,-0.683999999999997,-3.05804114942528,-35.2041096056062,15.1067273841881,4.43120033693268,36.5830798864881,60.4269095367523,negative
6.3,-11.6335723434782,133.82981815199,0.791040461896348,1.34436551496405,1.0677029884302,2.13540597686039,-2.098,0.15969662835249,-5.57652124762421,3.10568183240009,1.54882343971567,4.96628616036046,12.4227273296004,negative
6.4,-8.09181434636276,119.961653101034,1.14569683284958,1.61403832697681,1.3798675799132,2.7597351598264,-2.629,0.243231072796934,-9.52257661224824,3.52424184831077,-0.595627998513132,8.00220495892575,42.2909021797292,negative
6.5,-35.9369670507485,202.22182414066,2.192131064038,2.192131064038,2.192131064038,2.192131064038,-2.873,-0.472942260536399,-21.6551728154353,7.29796628498251,1.55652621068632,25.6826319268897,36.4898314249126,neutral
6.6,-8.39802820101178,279.729934853938,0,0,0,0,-9.232,-0.3727522605364,-42.5777623222406,16.0940025434547,3.82987068315731,25.2456280538215,112.658017804183,neutral
7.1,-53.1881394597688,73.666011486691,0.764769599840832,0.764769599840832,0.764769599840832,0.764769599840832,17.3516666666667,0.719460651340994,-18.6619260046882,30.415917025648,6.22054484760904,68.9511648571919,304.15917025648,neutral
7.2,-62.2674776304736,85.0968934463876,0.947655392086418,1.02377484076668,0.985715116426549,1.9714302328531,18.2366666666667,-0.596256015325669,-32.7729637663282,35.5061643986392,7.88578802814766,62.2156512585585,426.07397278367,neutral
7.3,-649.138183976405,6017.85122580432,0,0,0,0,6.65866666666668,0.643090651340997,-63.7597753970871,74.2281619727215,21.7876614914625,114.74162527818,445.368971836329,negative
7.4,-131.781241974723,166.726502819649,0,0,0,0,25.0536666666667,0.877562873563219,-58.1330170043628,108.824570503285,108.824570503285,108.824570503285,108.824570503285,negative
7.5,-154.395619862169,975.470441185105,6.80996745264338,6.80996745264338,6.80996745264338,6.80996745264338,16.1286666666667,-0.427953793103452,-23.392269813709,41.9498843480742,0.661286279812705,150.363219329917,461.448727828816,negative
7.6,-142.379509643085,587.151564489257,3.96186809600355,3.96186809600355,3.96186809600355,3.96186809600355,25.6206666666667,0.69613509578544,-6.6953544912655,23.3625611297086,3.88145214370117,52.6878364270255,116.812805648543,negative
8.1,-0.731396289585191,3.09960239012712,0.0369532989523123,0.11949856665056,0.0882655664750352,0.264796699425106,-21.1956666666667,3.6716269348659,80.8060148737246,0.185850662766037,0.0787540130168969,0.425051490841747,2.78775994149055,negative
8.2,0.518754417876328,7.60546091446237,0,0,0,0,-22.7956666666667,4.88829360153257,78.5636226043992,0.191920993604639,0.0903453656151477,0.665490591925945,2.68689391046494,neutral
8.3,1.46100836011234,38.8502874508978,0.803263316064172,0.819125346324697,0.811194331194435,1.62238866238887,-16.4286666666667,5.02248137931035,69.3349476483476,0.566029737388114,0.158031416530235,1.17620838050189,7.9244163234336,neutral
8.4,3.70018311822397,14.8611107216014,0.129444656963947,0.515823480057562,0.322634068510754,0.645268137021509,-20.1986666666667,4.86381471264368,74.7194355091329,0.298085280970373,0.100586721324446,0.545480523659718,4.17319393358523,negative
8.5,6.19989327326913,30.7326751872285,0.147960685727316,1.09196033688879,0.558526471418541,1.67557941425562,-17.6296666666667,5.02664471264368,75.8606661349522,0.52374091858589,0.415415306151635,0.606928657915505,1.57122275575767,positive
8.6,6.30043778272643,7.15038614191406,0.0567237291914397,0.146316799484263,0.0963399393945687,0.289019818183706,-21.2536666666667,4.96292026819924,77.5719867462546,0.321157592332606,0.101657408512236,0.743836963102074,3.21157592332606,negative
9.1,23.3691311063457,102.596467553026,0,0,0,0,-9.00366666666667,0.187699118773946,-0.330056785894132,1.83706930028907,0.531512859098737,3.03094828433352,11.0224158017344,positive
9.2,132.527422039914,1676.66596343264,30.8335203722456,35.4499515927481,33.1417359824969,66.2834719649937,24.4013333333333,-0.275661992337166,-3.28803986307087,3.69647286890433,1.76440067455279,6.91434920653512,18.4823643445216,positive
9.3,342.814873667693,4643.39919790054,0,0,0,0,-5.79966666666667,0.176828007662836,-0.480381904865659,2.41435760424751,1.38866343555727,3.58437792593733,38.6297216679601,positive
9.4,320.53721523189,264.865073133992,2.43457813070815,3.68604272667686,3.13424256873287,9.40272770619863,-0.828666666666678,-0.351750881226054,-5.19594650072498,7.15936119779679,6.41258343529319,7.90613896030038,14.3187223955936,positive
9.5,524.451592141566,716.800321159299,0,0,0,0,2.90633333333332,-0.514345325670498,-7.401673763406,5.67519910376449,-0.736600322511141,12.6106823068901,56.7519910376448,neutral
9.6,93.1470448068585,5844.92121057246,31.4735174265655,31.4735174265655,31.4735174265655,31.4735174265655,5.57133333333333,-1.12141754789272,-7.62101500102617,11.5030402377679,11.5030402377679,11.5030402377679,11.5030402377679,positive
10.1,-7.30733978868798,0.590815079935802,0,0,0,0,-8.26866666666668,0.59418681992337,21.0110897302688,0.436953416450387,0.33381004793687,0.527959679560605,5.24344099740464,negative
10.2,5.92951580959511,69.5851696017916,1.65288067163108,1.65288067163108,1.65288067163108,1.65288067163108,-11.0446666666667,0.406569042145592,-41.9539906650872,5.41817786860746,5.41817786860746,5.41817786860746,5.41817786860746,negative
10.3,3.93986269011368,35.5165803140868,0.226536463442244,0.740719655872427,0.483628059657335,0.96725611931467,-9.21066666666667,0.553520153256703,-20.1856353498998,2.12854714151437,0.383503895105368,5.24993247646517,29.7996599812011,negative
10.4,8.73660891889533,34.9893019902042,0.23534348091258,1.27524412028602,0.755293800599298,1.5105876011986,-7.37166666666667,0.462279042145592,2.57965729518337,2.84083820469019,0.902513836144448,6.40108515954396,14.204191023451,negative
10.5,11.9819970069175,31.9988858766452,1.55465470790284,1.55465470790284,1.55465470790284,1.55465470790284,-4.49166666666667,0.578812375478925,-6.66233242546905,1.96478590161468,0.789645364118124,6.90648215840656,23.5774308193762,negative
10.6,-7.17587510776759,68.4386848644817,0.541589865199032,0.541589865199032,0.541589865199032,0.541589865199032,-10.0786666666667,0.27078681992337,-38.2471723249786,3.99738319884471,0.312267236531377,9.35271465107076,19.9869159942235,negative
11.1,91.0098195033061,19.5013261523772,0.0872729895333288,0.742577050255438,0.350715343665978,1.05214603099793,-3.47766666666666,0.000154137931034718,-4.42955548849604,2.04581976406642,1.74728091572586,3.36306088950308,24.549837168797,neutral
11.2,104.183432238268,33.555304168383,0.117075363196632,0.117075363196632,0.117075363196632,0.117075363196632,-1.70566666666667,0.011745249042146,-0.862104075137465,2.34449424406766,1.19943751187453,6.81393723239016,25.7894366847443,neutral
11.3,101.05143147483,49.3354994776434,0.239699055992697,0.239699055992697,0.239699055992697,0.239699055992697,-0.160666666666671,-0.191626973180076,-3.69117947608307,4.39595023830716,2.86654050605612,6.97864832112977,48.3554526213788,neutral
11.4,54.1618673666486,464.190905797854,4.63820363934415,4.63820363934415,4.63820363934415,4.63820363934415,1.33233333333334,-0.0378236398467438,-30.7353602262833,11.5218695076002,1.97644416962446,26.6834058702205,57.6093475380008,negative
11.5,96.0339625346234,200.737859011855,1.3255055502017,3.24992902087397,2.28771728553784,4.57543457107568,-1.36866666666667,-0.129782528735632,-39.6682497797689,7.39102282228585,-1.93335546036684,19.1269862846371,59.1281825782868,negative
11.6,71.7910847860372,20.5402824266892,0,0,0,0,-0.202666666666659,-0.0089958620689654,-3.81328975867414,2.68313937447368,1.91557268030764,7.40653908426856,29.5145331192105,negative
12.1,-3.91442465511814,31.2512679891861,0.313753576839252,0.802679526922407,0.4806524616634,1.4419573849902,6.66000000000001,0.695501455938697,11.9637336634171,1.59630970060041,0.0737146093659101,8.24865779078137,22.3483358084058,negative
12.2,-3.22656869144374,34.7865945538016,0.431543502154675,0.597897106973579,0.514720304564127,1.02944060912825,4.361,0.760340344827587,1.66647513914139,1.915411195994,0.118229740624323,4.39509115778958,22.984934351928,positive
12.3,-3.68129770599879,10.3920915490301,0.0523310462548792,0.237198752319788,0.163648538855721,0.490945616567164,4.65600000000001,0.706657011494252,13.8813904523395,1.93850903008111,1.09455484917032,2.37787394851196,13.5695632105678,neutral
12.4,-2.44914112714238,13.7118454355623,0.121134774292303,0.47687778114331,0.299006277717806,0.598012555435612,4.64100000000001,0.749918122605364,17.0633334230824,1.12873555979702,-0.101739173747204,2.59523612096294,14.6735622773612,neutral
12.5,-5.27021761533155,36.515214250501,0.976871006205949,0.976871006205949,0.976871006205949,0.976871006205949,3.78100000000001,0.781918122605364,14.2313380171187,1.3227307037642,0.362060369499233,3.02133816566622,18.5182298526988,negative
12.6,-3.31107046937836,28.8110164199401,0.852890251679263,0.959058081175679,0.905974166427471,1.81194833285494,8.68600000000001,0.77343478927203,-6.16402126274733,1.76684747253456,-0.14846000970761,3.74079893573462,22.9690171429493,negative
13.1,-16.2253091048021,17.5741999236228,0.105452378917258,0.424948033325105,0.265200206121181,0.530400412242363,-11.396,0.530932720306515,0.592576857605039,0.855347221209967,-0.268755883875267,2.24161340199549,12.8302083181495,neutral
13.2,-30.729391706116,10.693707158108,0.143141637663654,0.143141637663654,0.143141637663654,0.143141637663654,-8.30099999999999,0.487682720306515,-7.4160883636157,3.78788910312554,2.38133710992893,6.43021966871121,11.3636673093766,negative
13.3,-36.0751747674778,5.03252474389933,0,0,0,0,-7.10499999999999,0.533007164750959,-3.79571019730418,1.6303221797867,0.821089038005546,4.23034751158142,22.8245105170139,positive
13.4,-34.5272103677423,35.8224611804799,0.208002620664711,0.693219042396461,0.450610831530586,0.901221663061172,-15.415,0.518184942528736,-6.65111332978635,3.14937393623607,0.172926281758766,12.1193033100677,44.0912351073049,positive
13.5,-23.4508190642087,21.5584285468532,0,0,0,0,-13.202,-0.222245057471266,-5.36980304218399,3.39899144937747,2.29439791388146,5.13699912750506,16.9949572468873,negative
13.6,2.48774712127726,56.9002031792105,0.396879287775405,1.6803416227793,1.09706998162303,4.38827992649214,-14.51,0.531412720306515,-2.72716817377492,2.48291402775991,1.37843138409559,5.3877255589634,34.7607963886387,negative
14.1,-24.5980669350517,163.538132812394,1.35672571384821,1.35672571384821,1.35672571384821,1.35672571384821,-3.95,0.210454099616858,0.306102761602749,1.40707291913111,0.382304700005738,4.76378850400725,16.8848750295733,positive
14.2,6.8912243289941,26.5365655428829,0.206786860861687,1.62957015393407,0.918178507397877,1.83635701479575,-2.39700000000001,0.192546321839079,4.60065824738162,0.505189377218873,0.314098516253856,0.937625196075167,6.56746190384536,positive
14.3,57.5985739392541,14.8103661332171,0.138732830688415,0.169259792904194,0.153996311796304,0.307992623592609,-3.536,0.207218544061301,6.10744182387559,0.749697648119499,0.575470720407524,0.921591652879762,8.99637177743399,negative
14.4,-5.78377452691227,37.9096696305054,0,0,0,0,-5.956,0.177951877394635,3.29753820950955,1.13585578012122,0.67650749260714,1.53977381830261,11.3585578012122,positive
14.5,19.6083883287949,15.388717077121,0.061068036176003,0.106858131884959,0.0839630840304808,0.167926168060962,-15.353,0.220270766283523,1.4165058531356,0.866874005466871,-0.014207368223488,2.92680255504797,10.4024880656025,negative
14.6,56.8776166864574,617.169711939033,3.68313547827711,12.4020898305654,8.04261265442124,16.0852253088425,-8.315,0.230692988505746,0.26138333834221,1.7828219730901,0.571907710808545,3.40450034199679,21.3938636770812,negative
15.1,21.6165057112168,11.4464842377717,0.0950006415161266,0.418017618411332,0.21338784712457,0.640163541373709,-9.76333333333334,3.45727808429118,-16.6704117608008,2.26931709112325,0.682285814740547,6.71907077618921,18.154536728986,negative
15.2,40.9196241658557,285.424863990922,2.01681701654202,4.16023234397928,3.08852468026065,6.17704936052129,-35.1013333333333,4.1550291954023,0.600174937515342,1.92265347078624,0.831729083899987,3.49157823740711,13.4585742955036,negative
15.3,93.9357444489168,114.184239535347,0.701944989315106,1.97698549435848,1.33946524183679,2.67893048367359,-32.6893333333333,4.21483363984674,-0.0125711601494869,1.90182094132968,1.33891222184029,2.29924591787696,13.3127465893077,neutral
15.4,8.64816941640129,266.694858166873,3.42321877013273,3.42321877013273,3.42321877013273,3.42321877013273,-18.6263333333333,2.4538791954023,-26.2115155032845,2.35455900960381,1.41403558563818,4.7216731034453,18.8364720768305,neutral
15.5,34.2742106670086,79.1119306165324,0,0,0,0,-31.7643333333333,4.19341697318007,-34.0389373230649,2.44140784495706,1.2378773234704,6.04677692958081,19.5312627596565,neutral
15.6,5.84474943220953,183.926066966654,1.46963420196216,1.46963420196216,1.46963420196216,1.46963420196216,-35.0973333333333,4.19915808429118,-17.8996535299869,3.38632518224643,1.44436614161006,8.41296202460528,23.704276275725,negative
16.1,6.91289289757642,170.276396059545,2.18014723341116,2.18014723341116,2.18014723341116,2.18014723341116,-10.8336666666667,0.913503103448276,6.75892059398355,2.55246463706646,2.29090980311909,2.87265141965366,35.7345049189304,positive
16.2,7.59207713926568,330.544620859295,3.37096654238559,3.37096654238559,3.37096654238559,3.37096654238559,-11.6736666666667,0.901369770114943,-7.01333535786077,3.67300833117303,2.04132785958466,7.36635890669829,51.4221166364224,negative
16.3,-1.10790543578627,541.674760854142,0,0,0,0,-6.20466666666667,0.83638643678161,-6.05586001402374,3.99145640357159,1.95967450768759,4.97098850048018,55.8803896500022,neutral
16.4,-26.20659336425,296.640611688397,0,0,0,0,-11.0376666666667,0.834383103448276,-24.2392951656818,5.06326034342221,0.00554032756985544,9.08261992581777,65.8223844644887,positive
16.5,-40.0805979317241,413.779397713905,0,0,0,0,-9.56066666666668,0.887577547892721,-49.9658716423174,6.48836613040713,2.62707511225003,17.3961636523641,84.3487596952926,positive
16.6,-72.7689362122633,801.376489614541,0,0,0,0,-1.88666666666667,0.87942643678161,-69.5073239017455,11.6266918702454,7.89017286226438,16.9287367284854,58.1334593512271,positive
17.1,-10.9197668474752,9.44425364542659,0.0585377658606882,0.159617283183146,0.0990632998466202,0.297189899539861,22.963,-0.504827318007665,-2.3617550222756,1.74943458677892,-0.825624028691554,3.89197501433388,26.2415188016837,negative
17.2,-12.3529566940893,132.179571299763,1.83172627846655,1.83172627846655,1.83172627846655,1.83172627846655,3.502,-9.51615731800767,-9.93165111468847,12.5694478832868,4.34311153484177,35.2964475145467,87.9861351830075,neutral
17.3,-10.1522192318609,61.8179545388602,0.32135364297757,0.807352982044276,0.610078674645498,1.8302360239365,17.778,0.0282560153256725,-10.6452880655801,10.7698377053628,1.89086230550957,27.3446292733087,64.6190262321768,negative
17.4,2.32177137006109,34.9723527696516,0.0993372236482513,0.0993372236482513,0.0993372236482513,0.0993372236482513,11.922,-0.670157318007664,-9.10277606816988,24.8845030571105,11.9855790191601,31.8839219772762,74.6535091713314,positive
17.5,-1.78097052152139,55.4366523176806,0.283640337192859,0.850165093510156,0.525852190373978,2.10340876149591,22.3,0.319722681992337,-17.2458910113838,19.9677415620751,5.53754917961506,29.3414454438424,79.8709662483003,negative
17.6,-29.4351606076974,230.864908978565,1.60565247607681,3.189877690177,2.3977650831269,4.79553016625381,-13.033,-0.704929540229885,-17.3432832320622,24.0903595630735,11.7600107589061,34.3662469746423,72.2710786892206,negative
18.1,51.356232844889,244.481271931318,2.97943193713142,2.97943193713142,2.97943193713142,2.97943193713142,5.68933333333332,0.353557011494253,-1.80068392481541,4.56868679848434,3.58157772490766,6.08232215528515,68.5303019772651,neutral
18.2,110.943231724873,310.593566497765,0,0,0,0,2.21933333333332,0.227357011494254,-7.51091412068295,6.01744012708753,3.91733226959901,8.48415134635523,84.2441617792255,negative
18.3,110.804188062255,291.540044452643,0,0,0,0,2.56633333333333,0.356980344827587,-6.57660521301874,4.87255096387651,1.69522231614381,11.632720935577,68.2157134942712,negative
18.4,115.561711756238,193.063069989428,0,0,0,0,2.89733333333332,0.316592567049808,-20.9190239007393,14.0247979199548,11.6243619012694,16.4252339386403,28.0495958399097,positive
18.5,145.171340547374,396.52993286728,2.5251279769897,2.5251279769897,2.5251279769897,2.5251279769897,2.96533333333332,0.351392567049809,-17.5566531252631,9.49949538026003,2.085310583835,26.9785147520718,94.9949538026003,positive
18.6,259.668625167023,318.724844603996,3.41722077404381,3.41722077404381,3.41722077404381,3.41722077404381,6.60033333333332,0.27115367816092,-14.234469810929,7.6661269611909,-1.8448287131538,21.5939034855486,91.9935235342908,negative
19.1,-89.5869368698009,735.783290708117,0,0,0,0,-2.88133333333334,0.00926942528735598,-4.67706161820242,4.3754406137524,1.08622401513666,9.79727135209172,43.754406137524,negative
19.2,-302.680967526063,2794.07552084996,20.6312842912377,20.6312842912377,20.6312842912377,20.6312842912377,1.56666666666666,0.0699849808429122,0.529674279720258,5.00247509287089,1.64577262277442,19.284683965348,40.0198007429671,negative
19.3,47.2424839775512,270.007766353558,11.1584077666482,11.1584077666482,11.1584077666482,11.1584077666482,3.85866666666666,0.0397138697318009,-13.4295364682304,3.73785147226962,2.00264477927022,5.6043601851118,11.2135544168088,negative
19.4,-32.3791225857079,637.344938612064,5.46341136937539,5.46341136937539,5.46341136937539,5.46341136937539,-6.59933333333333,-0.779837241379313,-124.11301732589,47.8438832966931,20.4778489866887,103.304509790907,191.375533186772,negative
19.5,15.208489675025,242.821663986644,0,0,0,0,0.24466666666666,-0.421046130268199,-4.57951352920935,2.00385679791492,0.150276283949564,4.55933077590146,20.0385679791492,negative
19.6,-18.8364965463218,102.403160555911,1.08068491759942,1.08068491759942,1.08068491759942,1.08068491759942,-1.91533333333334,0.052753869731801,2.47784247658021,1.26090059110702,0.841126911430115,1.55217784965571,15.1308070932842,negative
20.1,-5.75237625880481,29.140990772684,0,0,0,0,-1.96533333333333,-0.0268777011494259,-74.9762286164189,2.69859279922273,0.354322141230286,8.53657394334451,29.68452079145,negative
20.2,54.3442809195299,75.6070982761318,0,0,0,0,5.31766666666667,-0.173012145593869,-14.9749157123665,1.99217549625171,0.135747009877401,4.36741043548649,21.9139304587688,negative
20.3,40.3644808505327,58.5348104691709,0.88165895845228,0.88165895845228,0.88165895845228,0.88165895845228,-2.42233333333334,0.00341007662835192,-23.9839088996561,3.26051012306284,0.958895367967539,6.30211459335603,19.563060738377,negative
20.4,37.6718923392431,61.1814855041114,0,0,0,0,-2.94733333333333,-0.341006590038316,-5.96179293387045,2.29302225908019,0.830054755396908,3.63347285385108,20.6372003317217,negative
20.5,74.7514382138196,200.239074591549,3.41420059051267,4.66321643027516,4.03870851039391,8.07741702078782,-3.06533333333333,-0.0418554789272026,0.983806261236962,1.51351909495029,0.82307152436327,2.60309711483772,13.6216718545526,negative
20.6,13.9535647212984,552.33738110584,5.97830283982853,5.97830283982853,5.97830283982853,5.97830283982853,1.98266666666667,-0.013539923371648,-50.1030022755704,3.9875808608485,1.63644335900631,6.49816880462543,23.925485165091,negative
21.1,-13.0021117810137,25.1364329291601,0.305366999730311,0.408982370048926,0.357174684889619,0.714349369779237,-15.6003333333333,0.118475517241379,-12.3357143714202,5.31242038818529,2.23730248294208,13.6746811193267,84.9987262109647,neutral
21.2,22.2316284405496,58.8063388951269,0,0,0,0,-9.07933333333334,0.105438850574712,-18.6575965225232,11.8505010437554,5.89008517095281,22.1401149803005,35.5515031312661,neutral
21.3,13.227732996866,140.747128518959,1.03003460747272,1.03003460747272,1.03003460747272,1.03003460747272,-19.0623333333333,0.0836888505747114,-45.7170811382861,11.1795323713244,2.78197281302206,21.5137441007085,55.8976618566219,negative
21.4,-11.2650440336243,61.8717583316466,1.07892212668703,1.07892212668703,1.07892212668703,1.07892212668703,-1.86833333333334,-3.57844003831417,-44.9902172698413,25.9935411830672,15.6822800923779,39.3516974108278,77.9806235492015,positive
21.5,10.6156753581067,36.2246907436398,0.48952995596013,0.515749719320505,0.502639837640317,1.00527967528063,-16.3173333333333,0.104372183908045,1.38862363138241,1.669627202311,0.319085307647589,4.28959235487164,30.053289641598,neutral
21.6,-7.63762844331813,18.9447159610113,0.260642712867677,0.371493342098028,0.316068027482852,0.632136054965705,-27.4273333333333,-2.0222722605364,0.797923099683154,2.62322701596456,0.786244859985416,4.38875028675799,15.7393620957873,positive
22.1,293.521503364554,678.010860907897,10.6704027241817,10.6704027241817,10.6704027241817,10.6704027241817,-5.291,0.580355517241379,1.96163488517034,1.26016290313398,0.785625151926984,2.68759160537953,15.1219548376077,negative
22.2,499.713282932317,2542.34618322469,25.4539903462531,25.4539903462531,25.4539903462531,25.4539903462531,-3.438,0.404829961685823,-42.6075447404016,10.1836994603864,10.1836994603864,10.1836994603864,10.1836994603864,negative
22.3,538.45613252645,1096.06190330462,0,0,0,0,-0.210999999999999,0.572866628352491,-4.27225320454881,0.9760854100863,0.411017468787188,2.07864600489785,11.7130249210356,neutral
22.4,584.345030238435,992.64916798586,0,0,0,0,-3.66500000000001,0.55454662835249,-4.33378882555555,1.41736739090402,0.679070077611664,2.88176325447366,18.4257760817522,positive
22.5,485.795149438912,846.874204135962,16.5125995110102,16.5125995110102,16.5125995110102,16.5125995110102,1.922,-1.0905922605364,-2.97943784280024,1.12587778857028,-0.139031479289745,2.35648003655986,14.6364112514137,positive
22.6,618.227784863254,1085.52132547906,10.4614003126413,10.4614003126413,10.4614003126413,10.4614003126413,-3.15000000000001,0.576363295019157,1.49970705463828,1.13750023207283,0.608727079333192,1.51007478804344,14.7875030169467,positive
